date,expiry,strike,days_to_expiry,stock_price,call_bid,call_ask,call_mid,put_bid,put_ask,put_mid,implied_vol,open_interest,volume,risk_free_rate,moneyness,call_spread_pct,put_spread_pct
2023-12-19,2024-01-18,840,30,804.44287109375,2.8,2.85,2.831177366314705,33.45,33.95,33.7066070437063,0.1358554419627555,4653,369,0.068,0.9576700846354167,1.7660497217482494,1.4833886998820907
2023-12-19,2024-01-18,850,30,804.44287109375,1.55,1.6,1.5550454518479029,42.05,42.7,42.374740614610346,0.1358554419627555,4582,281,0.068,0.946403377757353,3.215340100868671,1.5339326933269601
2023-12-19,2024-01-18,860,30,804.44287109375,0.8,0.8,0.8033453070907441,51.3,51.85,51.5673059552239,0.1358554419627555,5571,527,0.068,0.935398687318314,0.0,1.0665672557677757
2023-12-19,2024-01-18,870,30,804.44287109375,0.4,0.4,0.3901430801293664,60.8,61.4,61.098369213633305,0.1358554419627555,3985,372,0.068,0.9246469782686781,0.0,0.982022937309625
2023-12-19,2024-01-18,880,30,804.44287109375,0.2,0.2,0.17810700807658897,70.5,71.2,70.8305986269512,0.1358554419627555,5449,244,0.068,0.9141396262428977,0.0,0.9882734490029444
2023-12-20,2024-01-25,720,36,806.438232421875,90.8,91.75,91.27376731179993,0.05,0.0,0.022760699319038347,0.1354518711560086,4961,320,0.068,1.1200531005859375,1.040824793343647,-219.6769057889937
2023-12-20,2024-01-25,730,36,806.438232421875,81.0,81.8,81.38331075541225,0.05,0.05,0.06546005695080481,0.1354518711560086,5579,436,0.068,1.104709907427226,0.9830025254247776,0.0
2023-12-20,2024-01-25,740,36,806.438232421875,71.2,71.9,71.55464712389312,0.15,0.15,0.1699523394510063,0.1354518711560086,5676,150,0.068,1.089781395164696,0.9782732892078826,0.0
2023-12-20,2024-01-25,750,36,806.438232421875,61.55,62.15,61.85225633878633,0.4,0.4,0.4007174683634638,0.1354518711560086,4541,132,0.068,1.0752509765625,0.970053536468569,0.0
2023-12-20,2024-01-25,760,36,806.438232421875,52.1,52.65,52.38157523594168,0.85,0.9,0.8631922795381612,0.1354518711560086,5289,275,0.068,1.0611029373972038,1.0499875147370787,5.7924521784128835
2023-12-20,2024-01-25,770,36,806.438232421875,42.95,43.6,43.29423230994189,1.7,1.75,1.7090052675576572,0.1354518711560086,4282,256,0.068,1.0473223797686688,1.5013547193692485,2.92567851891148
2023-12-20,2024-01-25,780,36,806.438232421875,34.5,35.05,34.78085411978543,3.1,3.2,3.128782991420678,0.1354518711560086,5603,521,0.068,1.0338951697716345,1.581329768687665,3.1961309005516343
2023-12-20,2024-01-25,790,36,806.438232421875,26.85,27.25,27.048097534984663,5.25,5.4,5.3291823206392905,0.1354518711560086,4707,354,0.068,1.020807889141614,1.4788470778125113,2.8146907156669827
2023-12-20,2024-01-25,800,36,806.438232421875,20.15,20.45,20.28309438737824,8.35,8.6,8.497335087052193,0.1354518711560086,5489,327,0.068,1.0080477905273437,1.4790642604645405,2.942098874986551
2023-12-20,2024-01-25,810,36,806.438232421875,14.5,14.7,14.615346721616277,12.65,12.85,12.762743335309608,0.1354518711560086,5290,500,0.068,0.9956027560763889,1.368424600589166,1.567061208906992
2023-12-20,2024-01-25,820,36,806.438232421875,10.0,10.15,10.089049046448793,18.05,18.3,18.16960157416139,0.1354518711560086,5176,369,0.068,0.9834612590510671,1.486760539168935,1.3759245021394402
2023-12-20,2024-01-25,830,36,806.438232421875,6.55,6.75,6.655549209883844,24.5,24.85,24.669257651615794,0.1354518711560086,5522,370,0.068,0.9716123282191265,3.00501121234277,1.418769891428318
2023-12-20,2024-01-25,840,36,806.438232421875,4.1,4.25,4.187717603937642,31.9,32.4,32.134581959688944,0.1354518711560086,5042,439,0.068,0.9600455147879464,3.581903418199876,1.5559561366854635
2023-12-20,2024-01-25,850,36,806.438232421875,2.45,2.55,2.509726137870814,40.1,40.7,40.38974640764161,0.1354518711560086,4446,416,0.068,0.9487508616727941,3.9844984873463933,1.4855255438951787
2023-12-20,2024-01-25,860,36,806.438232421875,1.4,1.45,1.431306066373324,48.9,49.6,49.244482250163514,0.1354518711560086,4414,163,0.068,0.937718874909157,3.493312938069996,1.4214790531129577
2023-12-20,2024-01-25,870,36,806.438232421875,0.75,0.8,0.7763848874151691,58.25,58.8,58.52271698522463,0.1354518711560086,5430,414,0.068,0.926940497036638,6.440104748363387,0.939805990447875
2023-12-20,2024-01-25,880,36,806.438232421875,0.4,0.4,0.4004911264650488,67.75,68.4,68.07997913829388,0.1354518711560086,3885,304,0.068,0.9164070822975853,0.0,0.9547593994992741
2023-12-21,2024-01-25,730,35,820.892822265625,95.2,96.15,95.65708860125949,0.05,0.0,0.01975156407182599,0.1392222771158767,5493,539,0.068,1.124510715432363,0.9931307902961771,-253.14450955973135
2023-12-21,2024-01-25,740,35,820.892822265625,85.35,86.2,85.75839049155798,0.05,0.05,0.05606010133524553,0.1392222771158767,4252,118,0.068,1.109314624683277,0.9911566613224652,0.0
2023-12-21,2024-01-25,750,35,820.892822265625,75.55,76.3,75.91162934955753,0.15,0.15,0.14430560629972966,0.1392222771158767,5708,406,0.068,1.0945237630208333,0.9879909131529813,0.0
2023-12-21,2024-01-25,760,35,820.892822265625,65.85,66.5,66.17107858006227,0.35,0.35,0.3387614837693249,0.1392222771158767,4204,136,0.068,1.080122134560033,0.9823022594584917,0.0
2023-12-21,2024-01-25,770,35,820.892822265625,56.35,56.9,56.62657144797629,0.7,0.75,0.7292609986481864,0.1392222771158767,4790,404,0.068,1.0660945743709416,0.9712754735739046,6.856255866237718
2023-12-21,2024-01-25,780,35,820.892822265625,47.05,47.75,47.40991078877403,1.45,1.45,1.4476069864109604,0.1392222771158767,4974,201,0.068,1.0524266952123398,1.4764845331996546,0.0
2023-12-21,2024-01-25,790,35,820.892822265625,38.4,39.0,38.6917708538715,2.6,2.7,2.6644736984731594,0.1392222771158767,5664,333,0.068,1.0391048383109178,1.550717340558129,3.753086399663233
2023-12-21,2024-01-25,800,35,820.892822265625,30.45,30.9,30.665277950615746,4.5,4.65,4.572987442182267,0.1392222771158767,5930,535,0.068,1.0261160278320312,1.467457757026342,3.280131465404137
2023-12-21,2024-01-25,810,35,820.892822265625,23.35,23.7,23.51720580051142,7.25,7.45,7.359921939042863,0.1392222771158767,4678,254,0.068,1.0134479287229938,1.4882720463006136,2.717420125599995
2023-12-21,2024-01-25,820,35,820.892822265625,17.25,17.5,17.393614126562568,11.1,11.25,11.171336912058962,0.1392222771158767,5763,246,0.068,1.001088807641006,1.4373091077041533,1.342722014211943
2023-12-21,2024-01-25,830,35,820.892822265625,12.3,12.45,12.370536241008779,15.95,16.2,16.083265673470066,0.1392222771158767,4992,262,0.068,0.9890274967055723,1.2125585914597874,1.5544106842205818
2023-12-21,2024-01-25,840,35,820.892822265625,8.3,8.55,8.439477344992838,21.9,22.25,22.08721342441902,0.1392222771158767,4734,373,0.068,0.9772533598400298,2.962268749359527,1.584627237825533
2023-12-21,2024-01-25,850,35,820.892822265625,5.45,5.6,5.512126513215321,28.9,29.3,29.094869239606396,0.1392222771158767,4080,351,0.068,0.9657562614889705,2.7212728089671843,1.374812846573953
2023-12-21,2024-01-25,860,35,820.892822265625,3.4,3.5,3.44157065981409,36.7,37.25,36.95932003317,0.1392222771158767,5293,312,0.068,0.9545265375181686,2.9056500616902046,1.4881226156389968
2023-12-21,2024-01-25,870,35,820.892822265625,2.0,2.1,2.0520054070210705,45.15,45.85,45.50476142734192,0.1392222771158767,4293,242,0.068,0.943554968121408,4.873281505879252,1.5383005603000524
2023-12-21,2024-01-25,880,35,820.892822265625,1.15,1.2,1.1676333748439731,54.3,54.85,54.5553960421297,0.1392222771158767,4551,171,0.068,0.9328327525745739,4.282166052908634,1.0081495872109036
2023-12-21,2024-01-25,890,35,820.892822265625,0.6,0.65,0.6338847252547382,63.65,64.3,63.95665403950534,0.1392222771158767,4905,193,0.068,0.9223514856917134,7.887869514430504,1.0163133293347406
2023-12-21,2024-01-25,900,35,820.892822265625,0.3,0.35,0.32830965852629745,73.2,73.95,73.58608561974188,0.1392222771158767,4560,393,0.068,0.9121031358506945,15.229524536207032,1.0192144257756088
2023-12-22,2024-01-25,730,34,813.1788330078125,87.4,88.3,87.84001180502639,0.05,0.05,0.05179270298800098,0.1447058978335249,3880,289,0.068,1.113943606860017,1.0245900262373275,0.0
2023-12-22,2024-01-25,740,34,813.1788330078125,77.6,78.35,77.98444285475682,0.15,0.15,0.13308147745503085,0.1447058978335249,4829,434,0.068,1.0988903148754223,0.9617302792004909,0.0
2023-12-22,2024-01-25,750,34,813.1788330078125,67.9,68.55,68.22677632915656,0.3,0.3,0.3122726765914514,0.1447058978335249,5164,203,0.068,1.0842384440104167,0.9527051327533049,0.0
2023-12-22,2024-01-25,760,34,813.1788330078125,58.35,58.95,58.65041533854264,0.65,0.7,0.672769410714217,0.1447058978335249,5508,302,0.068,1.0699721486944902,1.0230106582138834,7.43196691224703
2023-12-22,2024-01-25,770,34,813.1788330078125,49.0,49.75,49.37880117332452,1.3,1.35,1.3380129702327395,0.1447058978335249,4540,229,0.068,1.0560764065036525,1.5188704103354498,3.7368845528681858
2023-12-22,2024-01-25,780,34,813.1788330078125,40.25,40.9,40.57377294294463,2.45,2.5,2.469842464589277,0.1447058978335249,4194,120,0.068,1.0425369653946315,1.60202010523901,2.0244206145477612
2023-12-22,2024-01-25,790,34,813.1788330078125,32.2,32.65,32.42168345409118,4.2,4.3,4.2546107004725116,0.1447058978335249,4222,256,0.068,1.0293402949465982,1.3879600071883738,2.350391305810747
2023-12-22,2024-01-25,800,34,813.1788330078125,24.9,25.3,25.107469878479492,6.75,7.0,6.877254849597449,0.1447058978335249,5319,421,0.068,1.0164735412597656,1.5931513686405192,3.6351713796767817
2023-12-22,2024-01-25,810,34,813.1788330078125,18.65,18.9,18.782285985530223,10.4,10.55,10.488928681384834,0.1447058978335249,4338,323,0.068,1.0039244851948304,1.3310413875744342,1.4300793203619737
2023-12-22,2024-01-25,820,34,813.1788330078125,13.45,13.65,13.534207755211241,15.05,15.3,15.177708175802309,0.1447058978335249,4556,230,0.068,0.9916815036680641,1.47773703209922,1.6471525022372802
2023-12-22,2024-01-25,830,34,813.1788330078125,9.25,9.5,9.371474883643202,20.8,21.1,20.951833028971123,0.1447058978335249,4794,365,0.068,0.9797335337443525,2.6676697435997543,1.4318556261171806
2023-12-22,2024-01-25,840,34,813.1788330078125,6.15,6.3,6.223416609669812,27.55,27.95,27.740632479734245,0.1447058978335249,5920,206,0.068,0.9680700392950149,2.410251625560993,1.44192819068641
2023-12-22,2024-01-25,850,34,813.1788330078125,3.9,4.0,3.9577742371901934,35.15,35.7,35.41184783199128,0.1447058978335249,5514,387,0.068,0.9566809800091912,2.52667267021766,1.5531525002858813
2023-12-22,2024-01-25,860,34,813.1788330078125,2.35,2.45,2.4077785091941877,43.45,44.15,43.79870982873206,0.1447058978335249,4750,346,0.068,0.9455567825672239,4.153205937263189,1.5982205931116127
2023-12-22,2024-01-25,870,34,813.1788330078125,1.4,1.4,1.4003440330239414,52.45,53.0,52.72813307729837,0.1447058978335249,4029,134,0.068,0.9346883138020833,0.0,1.043086428252084
2023-12-22,2024-01-25,880,34,813.1788330078125,0.75,0.8,0.778323137043607,61.75,62.35,62.042969906054736,0.1447058978335249,4872,137,0.068,0.924066855690696,6.424067025672745,0.9670716938736483
2023-12-22,2024-01-25,890,34,813.1788330078125,0.4,0.4,0.4133986430034433,71.25,71.95,71.61490313675097,0.1447058978335249,5342,140,0.068,0.91368408203125,0.0,0.9774501805348116
2023-12-26,2024-01-25,730,30,818.8244018554688,92.45,93.35,92.90815769701851,0.05,0.0,0.015136273613371776,0.1430709808362069,5007,311,0.068,1.1216772628157106,0.9686985753554266,-330.3322949700692
2023-12-26,2024-01-25,740,30,818.8244018554688,82.6,83.4,82.99476729905518,0.05,0.05,0.04601136102079373,0.1430709808362069,3929,244,0.068,1.1065194619668497,0.9639161913875486,0.0
2023-12-26,2024-01-25,750,30,818.8244018554688,72.75,73.5,73.13008149870097,0.1,0.15,0.1255910460373837,0.1430709808362069,5007,158,0.068,1.091765869140625,1.025569758203158,39.81175535803475
2023-12-26,2024-01-25,760,30,818.8244018554688,63.05,63.7,63.36995435643337,0.3,0.3,0.30972938914041137,0.1430709808362069,4694,279,0.068,1.0774005287571957,1.0257226892479483,0.0
2023-12-26,2024-01-25,770,30,818.8244018554688,53.55,54.1,53.810377100676874,0.7,0.7,0.6944176187546702,0.1430709808362069,4392,363,0.068,1.0634083140980113,1.022107685606771,0.0
2023-12-26,2024-01-25,780,30,818.8244018554688,44.25,44.95,44.595906522904784,1.4,1.45,1.424212526353287,0.1430709808362069,5775,362,0.068,1.0497748741736779,1.569650792142722,3.5107119952122336
2023-12-26,2024-01-25,790,30,818.8244018554688,35.65,36.2,35.91633067955354,2.65,2.75,2.688902168372806,0.1430709808362069,5366,496,0.068,1.0364865846271756,1.5313368308893214,3.718989897669474
2023-12-26,2024-01-25,800,30,818.8244018554688,27.8,28.2,27.98631540954807,4.65,4.75,4.703152383738086,0.1430709808362069,4892,454,0.068,1.023530502319336,1.429269963360489,2.126233467275394
2023-12-26,2024-01-25,810,30,818.8244018554688,20.85,21.15,21.009395231865142,7.55,7.8,7.6704976914260214,0.1430709808362069,4386,413,0.068,1.0108943232783565,1.4279325829664264,3.2592409261715396
2023-12-26,2024-01-25,820,30,818.8244018554688,15.0,15.25,15.135935070732046,11.65,11.85,11.741303015663505,0.1430709808362069,4894,211,0.068,0.9985663437261814,1.6516984172548304,1.7033884546986733
2023-12-26,2024-01-25,830,30,818.8244018554688,10.35,10.5,10.42956247961763,16.85,17.1,16.979195909919838,0.1430709808362069,5521,443,0.068,0.9865354239222515,1.438219487089162,1.472390102136352
2023-12-26,2024-01-25,840,30,818.8244018554688,6.75,6.95,6.854421693368778,23.15,23.5,23.348320609041707,0.1430709808362069,5778,530,0.068,0.9747909545898438,2.9178245656156174,1.4990371507253626
2023-12-26,2024-01-25,850,30,818.8244018554688,4.2,4.35,4.287183048021234,30.5,30.95,30.725347449064998,0.1430709808362069,5534,530,0.068,0.9633228257123162,3.498800921720209,1.4645888081363039
2023-12-26,2024-01-25,860,30,818.8244018554688,2.5,2.6,2.547822532656923,38.65,39.2,38.930252419071394,0.1430709808362069,5713,367,0.068,0.952121397506359,3.9249201511581724,1.4127830307377274
2023-12-26,2024-01-25,870,30,818.8244018554688,1.4,1.45,1.43710867256614,47.4,48.1,47.76380404435133,0.1430709808362069,4667,313,0.068,0.9411774733970906,3.479208006637292,1.465544912105439
2023-12-26,2024-01-25,880,30,818.8244018554688,0.75,0.8,0.7688819375253786,56.75,57.35,57.03984279468136,0.1430709808362069,5556,359,0.068,0.93048227483576,6.502948965210889,1.051896307217642
2023-12-26,2024-01-25,890,30,818.8244018554688,0.4,0.4,0.39009844396329996,66.25,66.95,66.60532478648997,0.1430709808362069,4713,459,0.068,0.9200274178151334,0.0,1.0509670243992095
2023-12-26,2024-01-25,900,30,818.8244018554688,0.2,0.2,0.18770146685366917,75.95,76.75,76.34719329475092,0.1430709808362069,4830,317,0.068,0.9098048909505209,0.0,1.0478446757190736
2023-12-27,2024-02-01,740,36,828.9718627929688,93.5,94.45,93.9640597802537,0.05,0.05,0.04573462471773926,0.1450122079075144,5234,452,0.068,1.1202322470175254,1.0110248559094748,0.0
2023-12-27,2024-02-01,750,36,828.9718627929688,83.7,84.5,84.0997276740411,0.1,0.1,0.11455843252445952,0.1450122079075144,4213,225,0.068,1.1052958170572917,0.9512515939417621,0.0
2023-12-27,2024-02-01,760,36,828.9718627929688,73.95,74.7,74.31582649566803,0.25,0.25,0.26381316817066924,0.1450122079075144,5302,269,0.068,1.09075245104338,1.0092062961093737,0.0
2023-12-27,2024-02-01,770,36,828.9718627929688,64.35,65.0,64.6800832893581,0.55,0.55,0.5612258758801438,0.1450122079075144,4641,248,0.068,1.0765868347960632,1.0049461394354005,0.0
2023-12-27,2024-02-01,780,36,828.9718627929688,55.0,55.55,55.293918679552576,1.1,1.1,1.108217180093959,0.1450122079075144,4289,414,0.068,1.0627844394781651,0.9946844302850696,0.0
2023-12-27,2024-02-01,790,36,828.9718627929688,45.95,46.65,46.2934857366929,2.0,2.05,2.040940151253693,0.1450122079075144,5347,506,0.068,1.0493314718898339,1.5120917962009617,2.4498513574386886
2023-12-27,2024-02-01,800,36,828.9718627929688,37.55,38.15,37.84172293718211,3.45,3.6,3.522333265762285,0.1450122079075144,3979,327,0.068,1.036214828491211,1.5855514850526533,4.258540821733906
2023-12-27,2024-02-01,810,36,828.9718627929688,29.9,30.35,30.11036809178995,5.65,5.8,5.724134334389532,0.1450122079075144,5028,342,0.068,1.0234220528308255,1.4945018228545077,2.6204835742380714
2023-12-27,2024-02-01,820,36,828.9718627929688,23.1,23.45,23.254649465406715,8.65,8.95,8.801571622025506,0.1450122079075144,5472,381,0.068,1.0109412960889863,1.5050753636198768,3.4084821766292683
2023-12-27,2024-02-01,830,36,828.9718627929688,17.25,17.5,17.386871250838226,12.75,12.95,12.866949321476454,0.1450122079075144,4764,271,0.068,0.9987612804734564,1.4378665165991118,1.5543699986925084
2023-12-27,2024-02-01,840,36,828.9718627929688,12.45,12.65,12.55646149694661,17.85,18.1,17.96969548160422,0.1450122079075144,4769,385,0.068,0.9868712652297247,1.5928054257056068,1.3912311438773564
2023-12-27,2024-02-01,850,36,828.9718627929688,8.6,8.85,8.742338631655173,23.9,24.25,24.088728530332105,0.1450122079075144,5001,226,0.068,0.9752610150505515,2.859646720784458,1.4529617018153844
2023-12-27,2024-02-01,860,36,828.9718627929688,5.75,5.95,5.8593688686837595,30.9,31.35,31.13891468138013,0.1450122079075144,5640,456,0.068,0.9639207706894986,3.413336905087662,1.4451370723883499
2023-12-27,2024-02-01,870,36,828.9718627929688,3.7,3.85,3.776131915592771,38.7,39.3,38.98883364230858,0.1450122079075144,4702,326,0.068,0.9528412216011135,3.9723188530730438,1.5389021520995352
2023-12-27,2024-02-01,880,36,828.9718627929688,2.3,2.35,2.3381695517544046,47.15,47.85,47.48402719248952,0.1450122079075144,5623,170,0.068,0.9420134804465554,2.138424904322428,1.4741799324694196
2023-12-27,2024-02-01,890,36,828.9718627929688,1.35,1.4,1.390367427315283,56.2,56.75,56.46938098206965,0.1450122079075144,5512,334,0.068,0.9314290593179424,3.5961717038025593,0.9739791554907163
